ID,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,DAYS_BIRTH,DAYS_EMPLOYED,FLAG_MOBIL,FLAG_WORK_PHONE,FLAG_PHONE,FLAG_EMAIL,OCCUPATION_TYPE,CNT_FAM_MEMBERS
5360635,M,N,Y,0,152000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-14981,365243,1,0,1,0,,2
5384368,M,Y,N,0,101500.0,Pensioner,Secondary / secondary special,Married,Municipal apartment,-14338,365243,1,0,1,0,,2
5194702,F,Y,Y,2,143000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-23877,-14342,1,0,0,0,Managers,4
5186262,F,Y,Y,0,203500.0,Working,Secondary / secondary special,Separated,House / apartment,-23397,-8642,1,0,0,1,,1
5743971,M,N,Y,0,101500.0,Working,Secondary / secondary special,Married,House / apartment,-17410,-5978,1,0,1,0,Low-skill Laborers,2
5768294,F,Y,Y,0,155000.0,Working,Secondary / secondary special,Married,House / apartment,-8047,-965,1,1,0,0,,2
5394960,F,N,Y,1,216000.0,Working,Secondary / secondary special,Married,House / apartment,-19170,-4316,1,0,0,0,Laborers,3
5573357,F,N,Y,0,174500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-22280,-8574,1,0,0,0,Core staff,2
5928829,M,N,Y,0,157500.0,Working,Secondary / secondary special,Married,House / apartment,-24468,-4951,1,0,0,0,Laborers,2
5852651,F,Y,Y,2,192000.0,Working,Secondary / secondary special,Married,House / apartment,-10984,-77,1,0,0,0,Laborers,4
5736362,F,N,N,0,46500.0,Working,Higher education,Married,House / apartment,-21512,-6655,1,0,1,1,,2
5723092,F,N,Y,0,419000.0,State servant,Higher education,Civil marriage,House / apartment,-11825,-4923,1,1,0,0,,2
5496375,M,Y,Y,0,101500.0,Pensioner,Higher education,Married,House / apartment,-8140,365243,1,0,0,0,,2
5189080,F,Y,Y,1,136000.0,Pensioner,Higher education,Married,With parents,-20448,-6202,1,1,0,0,,3
5829338,F,Y,Y,4,422000.0,Working,Secondary / secondary special,Married,House / apartment,-15693,-4615,1,0,0,0,Sales staff,6
5414038,F,N,Y,1,69500.0,Pensioner,Lower secondary,Married,House / apartment,-24598,365243,1,0,0,1,,3
5773849,F,N,Y,0,180000.0,Working,Secondary / secondary special,Widow,House / apartment,-11688,-2617,1,0,0,0,Laborers,1
5199527,M,N,Y,0,175500.0,Pensioner,Higher education,Married,House / apartment,-13685,365243,1,0,1,0,,2
5532186,F,N,N,1,122500.0,Working,Secondary / secondary special,Widow,House / apartment,-21897,-2187,1,1,0,0,,2
5920813,F,Y,Y,1,297000.0,Commercial associate,Higher education,Married,House / apartment,-15111,-331,1,0,0,0,,3
5935025,F,N,N,0,215000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-20776,-6075,1,0,0,0,Laborers,1
5514449,M,Y,Y,0,262000.0,Working,Higher education,Married,House / apartment,-19495,-834,1,0,0,0,Cleaning staff,2
5941565,F,N,N,0,255000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-9616,-1383,1,1,1,0,,2
5158992,M,N,Y,1,98500.0,Working,Secondary / secondary special,Married,House / apartment,-8093,-405,1,0,0,1,,3
5995278,F,Y,Y,0,108500.0,Working,Secondary / secondary special,Married,House / apartment,-18420,-8442,1,0,1,0,Laborers,2
5607356,F,Y,Y,0,90500.0,Commercial associate,Secondary / secondary special,Single / not married,Rented apartment,-17793,-8871,1,0,0,0,Laborers,1
5567223,F,N,N,0,279500.0,Working,Secondary / secondary special,Married,House / apartment,-22890,-14847,1,0,1,1,Cleaning staff,2
5924644,F,N,N,2,231000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-17186,365243,1,0,0,0,,4
5120646,F,N,Y,0,278000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-16307,-9248,1,0,0,0,,1
5098150,F,Y,Y,0,129500.0,Commercial associate,Higher education,Single / not married,House / apartment,-8061,-624,1,0,1,0,Drivers,1
5740315,M,N,N,2,131000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-18511,-869,1,0,1,0,Managers,3
5795486,M,Y,Y,0,465500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-15005,365243,1,0,1,0,,2
5638308,F,N,Y,0,243000.0,Working,Incomplete higher,Civil marriage,House / apartment,-12882,-2096,1,1,0,0,Laborers,2
5859618,M,N,N,0,157000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-24672,365243,1,0,0,0,,2
5030320,M,N,Y,0,111000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-10991,-4173,1,1,0,0,Drivers,2
5622549,F,N,N,1,265500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-24836,365243,1,0,0,0,,3
5027963,F,N,N,1,52000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17958,-1234,1,0,0,0,,3
5896187,F,Y,Y,1,100500.0,Working,Secondary / secondary special,Married,House / apartment,-24288,-9041,1,0,0,0,Security staff,3
5528532,F,N,N,0,280500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-9438,-1298,1,0,0,1,Managers,2
5091197,M,N,Y,0,148000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-9479,-2621,1,0,1,0,,2
5644427,F,N,Y,0,228500.0,Pensioner,Higher education,Civil marriage,House / apartment,-18187,365243,1,0,0,0,,2
5361512,F,Y,Y,0,234500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-22618,-13521,1,1,0,1,Laborers,1
5705985,F,N,Y,1,168500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-14527,365243,1,0,0,0,,3
5735052,F,N,Y,0,105000.0,Working,Secondary / secondary special,Married,House / apartment,-22031,-5289,1,0,1,0,Core staff,2
5015920,M,Y,Y,0,457500.0,Working,Secondary / secondary special,Married,House / apartment,-10820,-2282,1,0,0,0,,2
5871823,M,N,Y,0,396000.0,Working,Secondary / secondary special,Married,House / apartment,-11787,-3875,1,0,0,0,Laborers,2
5346148,M,Y,Y,0,179500.0,Working,Secondary / secondary special,Married,House / apartment,-22967,-12953,1,0,0,0,Medicine staff,2
5597098,F,Y,Y,2,135000.0,State servant,Secondary / secondary special,Civil marriage,House / apartment,-24782,-6872,1,1,1,0,Laborers,4
5306873,F,N,N,0,164000.0,State servant,Higher education,Married,House / apartment,-19843,-8451,1,0,0,0,High skill tech staff,2
5909952,F,Y,N,1,272000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-18395,-3818,1,0,1,0,Laborers,3
5950086,F,N,N,0,213500.0,Working,Secondary / secondary special,Married,House / apartment,-23204,-14739,1,0,0,0,High skill tech staff,2
5759040,F,N,N,0,240500.0,Pensioner,Higher education,Married,House / apartment,-11818,365243,1,0,1,0,,2
5462525,F,Y,N,0,143500.0,Commercial associate,Higher education,Single / not married,House / apartment,-15548,-4380,1,0,1,0,Laborers,1
5662244,F,Y,Y,0,116500.0,Working,Secondary / secondary special,Separated,House / apartment,-16066,-1065,1,1,0,0,,1
5696212,F,N,N,0,164000.0,State servant,Secondary / secondary special,Married,House / apartment,-19486,-6173,1,0,0,0,,2
5141887,M,Y,Y,0,147000.0,Commercial associate,Higher education,Married,House / apartment,-16276,-7017,1,0,1,1,Security staff,2
5604824,M,N,Y,0,112000.0,Working,Secondary / secondary special,Married,House / apartment,-9859,-2830,1,0,1,0,Laborers,2
5584242,M,N,Y,0,243500.0,Working,Academic degree,Married,House / apartment,-23543,-3485,1,0,0,0,Drivers,2
5143248,M,Y,Y,1,270000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-17596,365243,1,0,0,0,,3
5455701,F,N,Y,0,181000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-9796,-128,1,0,0,0,Drivers,1
5122338,M,N,Y,2,303000.0,Working,Lower secondary,Married,House / apartment,-18805,-5414,1,1,0,0,Laborers,4
5716008,M,N,Y,1,180500.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-9053,365243,1,0,0,0,,2
5653636,F,N,N,0,180000.0,Commercial associate,Higher education,Married,House / apartment,-14588,-2799,1,0,0,0,Core staff,2
5358747,M,N,Y,2,514000.0,Working,Secondary / secondary special,Married,House / apartment,-11211,-2183,1,1,1,0,Core staff,4
5974038,F,Y,Y,0,72000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-9220,-226,1,0,1,0,Sales staff,2
5321779,M,Y,Y,0,114500.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-8823,365243,1,0,0,0,,1
5540478,F,N,Y,0,128500.0,Working,Secondary / secondary special,Married,House / apartment,-24158,-7131,1,1,0,0,Laborers,2
5751996,F,N,Y,2,234500.0,Working,Higher education,Widow,House / apartment,-17581,-8241,1,0,0,0,Laborers,3
5183568,F,N,Y,2,145000.0,Working,Incomplete higher,Married,House / apartment,-22323,-12651,1,0,0,1,Accountants,4
5749753,F,N,N,0,173500.0,Working,Secondary / secondary special,Married,House / apartment,-16021,-4823,1,0,0,0,Core staff,2
5568228,M,N,Y,0,108000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-20808,-7855,1,0,0,1,Managers,2
5119619,F,N,Y,0,192500.0,Working,Secondary / secondary special,Married,Office apartment,-22929,-2460,1,0,0,0,,2
5861634,F,N,Y,0,257000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-13168,-1611,1,0,0,0,Laborers,2
5780381,F,N,Y,1,133500.0,Working,Secondary / secondary special,Married,House / apartment,-12247,-2441,1,1,0,0,Laborers,3
5252026,M,Y,Y,0,105500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-15630,365243,1,0,1,0,,2
5394957,M,N,N,0,113000.0,Pensioner,Secondary / secondary special,Separated,House / apartment,-14613,365243,1,0,0,0,,1
5542972,F,N,Y,2,154500.0,Working,Higher education,Married,House / apartment,-22023,-8668,1,0,1,0,Core staff,4
5648861,M,N,Y,0,368500.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-18350,365243,1,0,0,0,,2
5298012,M,Y,Y,0,160000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-21995,-2214,1,0,0,0,Managers,2
5285675,F,N,N,2,211000.0,Commercial associate,Incomplete higher,Married,House / apartment,-11748,-3746,1,0,0,0,Core staff,4
5961338,F,N,Y,0,121500.0,State servant,Secondary / secondary special,Married,House / apartment,-8545,-1111,1,0,1,0,Sales staff,2
5432371,F,N,Y,0,119500.0,Working,Higher education,Married,House / apartment,-16135,-5200,1,1,0,0,,2
5307798,F,N,Y,0,113000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-10902,-477,1,0,0,1,Core staff,2
5373280,F,Y,N,0,273500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-10526,-1596,1,1,0,0,Laborers,2
5648368,F,Y,Y,0,244500.0,Commercial associate,Incomplete higher,Married,House / apartment,-14495,-6750,1,0,0,0,Cooking staff,2
5049623,M,N,N,0,144500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-10340,-3236,1,0,0,0,,1
5330566,M,Y,Y,0,190000.0,Working,Higher education,Married,House / apartment,-15497,-8415,1,0,0,0,Managers,2
5580403,M,N,N,0,140500.0,Pensioner,Secondary / secondary special,Single / not married,House / apartment,-9049,365243,1,0,0,0,,1
5148484,F,N,Y,0,142500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-10208,365243,1,1,1,0,,2
5696239,M,Y,N,0,426500.0,Working,Secondary / secondary special,Married,House / apartment,-19778,-1313,1,0,0,0,Laborers,2
5489113,M,Y,Y,0,95000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-16460,-3609,1,0,0,1,High skill tech staff,2
5964938,M,N,Y,0,131500.0,Working,Secondary / secondary special,Married,House / apartment,-7678,-179,1,1,0,0,,2
5352951,F,N,Y,0,287000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-10227,-2602,1,0,1,0,Sales staff,1
5214217,M,Y,Y,1,637500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14491,-2040,1,0,0,0,,3
5043274,M,N,Y,1,125500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-11409,365243,1,0,1,0,,3
5762639,F,N,N,1,827500.0,Pensioner,Higher education,Married,House / apartment,-17095,-3073,1,0,1,0,,3
5480989,F,Y,Y,0,136000.0,Commercial associate,Higher education,Single / not married,With parents,-17561,-2772,1,0,1,0,Laborers,1
5125145,M,N,N,1,157000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-17914,-9914,1,0,0,0,Laborers,2
5655616,M,N,N,0,125500.0,Working,Secondary / secondary special,Married,With parents,-21250,-9483,1,0,0,0,,2
5522840,M,N,Y,0,81500.0,State servant,Secondary / secondary special,Separated,Municipal apartment,-17903,-623,1,1,0,0,Core staff,1
5696590,M,N,Y,1,159000.0,State servant,Secondary / secondary special,Married,House / apartment,-11372,-4196,1,0,0,0,Laborers,3
5113387,F,N,Y,3,101000.0,Student,Incomplete higher,Civil marriage,House / apartment,-10129,-1174,1,0,1,0,,5
5590299,F,N,Y,2,253000.0,Commercial associate,Higher education,Married,House / apartment,-14739,-5488,1,0,0,0,Low-skill Laborers,4
5696607,F,Y,N,1,81000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-20009,-12114,1,0,1,0,Sales staff,2
5592287,M,Y,Y,3,40000.0,Working,Secondary / secondary special,Married,House / apartment,-18143,-6673,1,0,1,0,,5
5340741,F,N,N,1,113000.0,Working,Higher education,Married,House / apartment,-16162,-2234,1,0,0,0,Core staff,3
5184780,F,Y,N,0,240500.0,Pensioner,Secondary / secondary special,Separated,House / apartment,-18608,365243,1,0,0,0,,1
5723570,F,N,Y,0,186500.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-14427,-4851,1,0,0,0,Managers,1
5698252,M,N,Y,0,61000.0,Working,Higher education,Single / not married,House / apartment,-24222,-13601,1,1,0,0,,1
5948560,F,N,Y,1,73500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-20216,365243,1,0,0,0,,3
5487424,F,N,Y,0,55000.0,Working,Academic degree,Separated,House / apartment,-15696,-5701,1,0,0,0,,1
5326075,F,N,Y,0,68000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-8273,-258,1,0,0,0,Managers,2
5778659,F,Y,N,0,111000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-10387,-561,1,0,0,1,,2
5661039,F,N,Y,0,173000.0,Commercial associate,Higher education,Married,House / apartment,-15492,-5327,1,1,0,0,Drivers,2
5684660,F,Y,Y,2,297500.0,State servant,Secondary / secondary special,Married,House / apartment,-21520,-5982,1,1,1,0,,4
5013373,F,Y,Y,0,148500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-19608,-2188,1,1,0,0,,2
5995315,F,N,Y,0,56500.0,Working,Higher education,Married,House / apartment,-21723,-7433,1,0,0,0,,2
5259361,M,N,N,0,290000.0,Working,Secondary / secondary special,Married,House / apartment,-20811,-11286,1,0,1,0,,2
5737970,M,Y,N,0,160000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-9601,-2232,1,0,1,0,,2
5708091,F,N,Y,0,108500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-24596,-3943,1,0,0,0,Laborers,1
5490877,M,Y,Y,1,195500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-13583,365243,1,0,0,0,,3
5466439,F,Y,Y,0,214000.0,Working,Secondary / secondary special,Married,House / apartment,-22040,-9354,1,1,1,0,Laborers,2
5944951,F,N,N,4,110000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-16797,-5174,1,0,0,0,,6
5719756,F,N,Y,2,127500.0,Pensioner,Secondary / secondary special,Married,House / apartment,-24248,-17474,1,0,0,0,,4
5134216,F,N,Y,0,186500.0,Working,Secondary / secondary special,Separated,House / apartment,-23851,-12418,1,0,0,0,Laborers,1
5145154,F,N,Y,0,102000.0,Working,Lower secondary,Civil marriage,House / apartment,-12365,-866,1,0,0,0,Managers,2
5527356,M,N,N,1,133000.0,Working,Secondary / secondary special,Married,With parents,-9982,-2189,1,0,0,0,Core staff,3
5652555,F,Y,N,0,125500.0,State servant,Secondary / secondary special,Single / not married,House / apartment,-12891,-2999,1,0,0,0,,1
5792577,F,N,Y,0,138500.0,Working,Higher education,Married,House / apartment,-9938,-987,1,1,1,0,,2
5965854,F,Y,Y,0,351000.0,Working,Secondary / secondary special,Married,House / apartment,-18285,-4629,1,0,0,0,Managers,2
5304682,F,Y,Y,2,358000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-17802,-5235,1,0,0,0,,3
5902072,M,Y,Y,0,220500.0,Working,Secondary / secondary special,Married,House / apartment,-23884,-13343,1,0,0,0,Managers,2
5602844,M,N,N,4,40500.0,Working,Higher education,Married,House / apartment,-15260,-2483,1,1,0,0,Laborers,6
5813896,M,N,Y,0,98000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-23106,-14188,1,1,1,0,Laborers,2
5728235,F,N,N,1,188500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-21098,-9288,1,0,0,0,,2
5630161,F,N,Y,0,120000.0,Working,Secondary / secondary special,Married,House / apartment,-23806,-13788,1,0,1,0,Core staff,2
5789555,F,N,Y,0,261000.0,Pensioner,Secondary / secondary special,Civil marriage,House / apartment,-10786,365243,1,0,0,0,,2
5762141,F,N,Y,0,289000.0,Commercial associate,Higher education,Married,House / apartment,-10777,-1755,1,0,0,0,Core staff,2
5602327,F,Y,Y,0,102000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-15465,-1167,1,0,1,0,Core staff,2
5858787,F,N,Y,1,182500.0,Commercial associate,Higher education,Widow,House / apartment,-19175,-5753,1,0,0,0,,2
5385483,M,N,Y,0,79000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-14183,-6133,1,0,1,0,,1
5474811,M,N,N,1,80000.0,Working,Secondary / secondary special,Married,House / apartment,-23888,-1117,1,0,1,0,Medicine staff,3
5550033,F,Y,Y,1,124500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-13775,-6652,1,0,0,0,Secretaries,3
5573558,F,N,Y,0,169000.0,Pensioner,Secondary / secondary special,Married,House / apartment,-24354,365243,1,0,1,0,,2
5329038,F,Y,N,0,209000.0,Working,Secondary / secondary special,Single / not married,Municipal apartment,-15716,-4170,1,1,0,0,Managers,1
5642788,F,N,Y,0,186000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-9993,-458,1,0,0,0,,1
5576649,M,N,Y,0,107000.0,State servant,Secondary / secondary special,Married,House / apartment,-11672,-3335,1,0,1,0,,2
5578365,M,Y,Y,0,144500.0,State servant,Secondary / secondary special,Married,House / apartment,-21522,-12933,1,0,0,0,,2
5857348,F,N,Y,0,220000.0,Working,Secondary / secondary special,Married,House / apartment,-7915,-1230,1,0,1,0,,2
5284921,F,N,Y,0,195500.0,Commercial associate,Higher education,Married,Municipal apartment,-20951,-9877,1,0,0,0,Drivers,2
5013996,F,N,N,1,87000.0,Working,Higher education,Civil marriage,House / apartment,-8105,-601,1,1,1,0,Laborers,3
5501169,F,N,N,0,114500.0,Working,Secondary / secondary special,Married,House / apartment,-7913,-1006,1,0,0,0,Managers,2
